Name,Address,Description,Longitude,Latitude,TimeStamp,TimeSpan:begin,TimeSpan:end,GettyID
00000990000003,Amsterdam,Songs,4.9,52.35,1705,"","",7006952
00000990000004,Venezia,Tutors (instr.),12.57,45.58,1627,"","",7003006
00000990000005,Orvieto,Dances,12.12,42.72,1635,"","",7005124
00000990000006,Firenze,Dances,11.25,43.78,1637,"","",7000457
00000990000007,Roma,Instrumental pieces,12.67,41.97,1652,"","",7003138
00000990000009,Roma,Masses,12.67,41.97,1627,"","",7003138
00000990000010,Orvieto,Cantatas,12.12,42.72,1633,"","",7005124
00000990000011,Orvieto,Sacred songs,12.12,42.72,1634,"","",7005124
00000990000012,Roma,Sacred songs,12.67,41.97,1638,"","",7003138
00000990000013,Roma,Sacred songs,12.67,41.97,1653,"","",7003138
00000990000014,Roma,Antiphonies,12.67,41.97,1677,"","",7003138
00000990000049,Frankfurt am Main,Sonatas,8.68,50.1,1674,"","",7005293
00000990000050,Frankfurt am Main,Sonatas,8.68,50.1,1676,"","",7005293
00000990000051,Frankfurt am Main,Allemandes,8.68,50.1,1677,"","",7005293
00000990000144,London,Songs,-0.17,51.5,1701,"","",7011781
00000990000145,London,Songs,-0.17,51.5,1701,"","",7011781
00000990000146,London,Songs,-0.17,51.5,1703,"","",7011781
00000990000180,Venezia,Galliards,12.57,45.58,1546,"","",7003006
00000990000181,Venezia,Madrigals,12.57,45.58,1548,"","",7003006
00000990000183,Venezia,Fantasies,12.57,45.58,1587,"","",7003006
00000990000219,Venezia,Songs,12.57,45.58,1620,"","",7003006
00000990000220,Venezia,Songs,12.57,45.58,1621,"","",7003006
00000990000221,Venezia,Motets,12.57,45.58,1623,"","",7003006
00000990000222,Bologna,Suites,11.33,44.5,1695,"","",7004847
00000990000223,Bologna,Concertos,11.33,44.5,1708,"","",7004847
00000990000283,Venezia,Motets,12.57,45.58,1615,"","",7003006
00000990000309,Milano,Sacred songs,9.5,45.5,1593,"","",7003150
00000990000310,Milano,Sacred songs,9.5,45.5,1593,"","",7003150
00000990000311,Venezia,Madrigals,12.57,45.58,1568,"","",7003006
00000990000312,Venezia,Madrigals,12.57,45.58,1570,"","",7003006
00000990000313,Venezia,Madrigals,12.57,45.58,1570,"","",7003006
00000990000327,London,Airs (dances),-0.17,51.5,1621,"","",7011781
00000990000328,Rostock,Wedding music,12.15,54.1,1624,"","",7003729
00000990000329,Rostock,Festive music,12.15,54.1,1631,"","",7003729
00000990000331,Roma,Sacred songs,12.67,41.97,1602,"","",7003138
00000990000332,Roma,Sacred songs,12.67,41.97,1605,"","",7003138
00000990000333,Venezia,Sacred songs,12.57,45.58,1608,"","",7003006
00000990000334,Venezia,Sacred songs,12.57,45.58,1616,"","",7003006
00000990000335,Roma,Sacred songs,12.67,41.97,1603,"","",7003138
00000990000336,Venezia,Sacred songs,12.57,45.58,1608,"","",7003006
00000990000337,Venezia,Sacred songs,12.57,45.58,1615,"","",7003006
00000990000338,Roma,Sacred songs,12.67,41.97,1603,"","",7003138
00000990000339,Venezia,Sacred songs,12.57,45.58,1608,"","",7003006
00000990000340,Venezia,Sacred songs,12.57,45.58,1616,"","",7003006
00000990000341,Roma,Sacred songs,12.67,41.97,1606,"","",7003138
00000990000342,Venezia,Sacred songs,12.57,45.58,1606,"","",7003006
00000990000343,Milano,Sacred songs,9.5,45.5,1606,"","",7003150
00000990000344,Venezia,Sacred songs,12.57,45.58,1608,"","",7003006
00000990000345,Venezia,Sacred songs,12.57,45.58,1609,"","",7003006
00000990000346,Venezia,Sacred songs,12.57,45.58,1612,"","",7003006
00000990000347,Venezia,Sacred songs,12.57,45.58,1614,"","",7003006
00000990000348,Roma,Sacred songs,12.67,41.97,1614,"","",7003138
00000990000349,Roma,Sacred songs,12.67,41.97,1618,"","",7003138
00000990000350,Roma,Sacred songs,12.67,41.97,1620,"","",7003138
00000990000351,Venezia,Sacred songs,12.57,45.58,1620,"","",7003006
00000990000352,Roma,Sacred songs,12.67,41.97,1633,"","",7003138
00000990000353,Milano,Sacred songs,9.5,45.5,1607,"","",7003150
00000990000355,Venezia,Sacred songs,12.57,45.58,1609,"","",7003006
00000990000356,Venezia,Sacred songs,12.57,45.58,1613,"","",7003006
00000990000357,Frankfurt am Main,Motets,8.68,50.1,1607,"","",7005293
00000990000358,Venezia,Psalms,12.57,45.58,1609,"","",7003006
00000990000359,Venezia,Psalms,12.57,45.58,1613,"","",7003006
00000990000360,Venezia,Psalms,12.57,45.58,1618,"","",7003006
00000990000361,Venezia,Psalms,12.57,45.58,1620,"","",7003006
00000990000362,Venezia,Psalms,12.57,45.58,1611,"","",7003006
00000990000363,Venezia,Psalms,12.57,45.58,1615,"","",7003006
00000990000364,Venezia,Sacred songs,12.57,45.58,1611,"","",7003006
00000990000365,Venezia,Sacred songs,12.57,45.58,1612,"","",7003006
00000990000366,Venezia,Sacred songs,12.57,45.58,1614,"","",7003006
00000990000367,Venezia,Psalms,12.57,45.58,1611,"","",7003006
00000990000368,Venezia,Psalms,12.57,45.58,1615,"","",7003006
00000990000369,Venezia,Dialogues,12.57,45.58,1613,"","",7003006
00000990000370,Venezia,Dialogues,12.57,45.58,1616,"","",7003006
00000990000371,Venezia,Dialogues,12.57,45.58,1617,"","",7003006
00000990000372,Venezia,Dialogues,12.57,45.58,1618,"","",7003006
00000990000373,Venezia,Masses,12.57,45.58,1614,"","",7003006
00000990000374,Venezia,Masses,12.57,45.58,1617,"","",7003006
00000990000375,Venezia,Masses,12.57,45.58,1625,"","",7003006
00000990000376,Venezia,Sacred songs,12.57,45.58,1615,"","",7003006
00000990000377,Venezia,Madrigals,12.57,45.58,1620,"","",7003006
00000990000378,Roma,Sacred songs,12.67,41.97,1625,"","",7003138
00000990000379,Roma,Litanies,12.67,41.97,1639,"","",7003138
00000990000380,Roma,Sacred songs,12.67,41.97,1640,"","",7003138
00000990000381,Venezia,Madrigals,12.57,45.58,1596,"","",7003006
00000990000382,Antwerpen,Madrigals,4.42,51.22,1600,"","",7007856
00000990000383,Venezia,Madrigals,12.57,45.58,1600,"","",7003006
00000990000384,Antwerpen,Madrigals,4.42,51.22,1602,"","",7007856
00000990000385,Venezia,Madrigals,12.57,45.58,1608,"","",7003006
00000990000386,Frankfurt am Main,Madrigals,8.68,50.1,1608,"","",7005293
00000990000387,Venezia,Madrigals,12.57,45.58,1606,"","",7003006
00000990000388,Venezia,Madrigals,12.57,45.58,1613,"","",7003006
00000990000389,Venezia,Pastoral plays,12.57,45.58,1606,"","",7003006
00000990000390,Venezia,Madrigals,12.57,45.58,1607,"","",7003006
00000990000391,Venezia,Madrigals,12.57,45.58,1615,"","",7003006
00000990000392,Venezia,Madrigals,12.57,45.58,1607,"","",7003006
00000990000396,Venezia,Sacred songs,12.57,45.58,1599,"","",7003006
00000990000397,Venezia,Motets,12.57,45.58,1621,"","",7003006
00000990000398,Orvieto,Sacred songs,12.12,42.72,1625,"","",7005124
00000990000399,Venezia,Sacred songs,12.57,45.58,1673,"","",7003006
00000990000400,Venezia,Psalms,12.57,45.58,1637,"","",7003006
00000990000401,Venezia,Motets,12.57,45.58,1638,"","",7003006
00000990000402,Milano,Partsongs,9.5,45.5,1567,"","",7003150
00000990000403,Venezia,Madrigals,12.57,45.58,1570,"","",7003006
00000990000404,Venezia,Ballettos (voc.),12.57,45.58,1571,"","",7003006
00000990000405,Venezia,Madrigals,12.57,45.58,1572,"","",7003006
00000990000406,Venezia,Canons (voc.),12.57,45.58,1572,"","",7003006
00000990000407,Venezia,Canzoni (voc.),12.57,45.58,1574,"","",7003006
00000990000408,Venezia,Partsongs,12.57,45.58,1581,"","",7003006
00000990000409,Ferrara,Madrigals,11.83,44.8,1582,"","",7003128
00000990000410,Ferrara,Madrigals,11.83,44.8,1583,"","",7003128
00000990000411,Venezia,Partsongs,12.57,45.58,1586,"","",7003006
00000990000412,Roma,Psalms,12.67,41.97,1619,"","",7003138
00000990000414,Roma,Masses,12.67,41.97,1627,"","",7003138
00000990000415,Roma,Masses,12.67,41.97,1627,"","",7003138
00000990000416,Roma,Masses,12.67,41.97,1627,"","",7003138
00000990000417,Roma,Masses,12.67,41.97,1627,"","",7003138
00000990000418,Roma,Masses,12.67,41.97,1627,"","",7003138
00000990000419,Roma,Masses,12.67,41.97,1627,"","",7003138
00000990000420,Roma,Masses,12.67,41.97,1630,"","",7003138
00000990000431,Napoli,Madrigals,14.42,40.88,1617,"","",7003013
00000990000432,Venezia,"Masses (cantus firmus-, paraphrase-, parody masses)",12.57,45.58,1504,"","",7003006
00000990000433,Nürnberg,Motets,11.07,49.45,1601,"","",7004334
00000990000439,Wittenberg,Motets,12.65,51.88,1557,"","",7012349
00000990000440,Magdeburg,Motets,11.62,52.13,1567,"","",7004456
00000990000441,Magdeburg,Motets,11.62,52.13,1575,"","",7004456
00000990000443,Würzburg,"Masses (cantus firmus-, paraphrase-, parody masses)",9.93,49.8,1647,"","",7004335
00000990000444,Neustadt,Sacred songs,8.78,53.07,1664,"","",1005183
00000990000445,Neustadt,Sacred songs,8.78,53.07,1719,"","",1005183
00000990000446,Würzburg,Sacred songs,9.93,49.8,1711,"","",7004335
00000990000447,Würzburg,Sacred songs,9.93,49.8,1718,"","",7004335
00000990000451,Zaragoza,Canticles,-1,41.58,1618,"","",7002845
00000990000471,Mühlhausen,Funeral music,7.73,51.55,1673,"","",1040197
00000990000472,Mühlhausen,Instrumental pieces,7.73,51.55,1676,"","",1040197
00000990000473,Mühlhausen,Instrumental pieces,7.73,51.55,1677,"","",1040197
00000990000474,Mühlhausen,Instrumental pieces,7.73,51.55,1677,"","",1040197
00000990000475,Mühlhausen,Instrumental pieces,7.73,51.55,1678,"","",1040197
00000990000476,Mühlhausen,Sacred songs,7.73,51.55,1678,"","",1040197
00000990000477,Mühlhausen,Lieder,7.73,51.55,1681,"","",1040197
00000990000478,Mühlhausen,Sacred songs,7.73,51.55,1679,"","",1040197
00000990000479,Mühlhausen,Sacred songs,7.73,51.55,1681,"","",1040197
00000990000480,Mühlhausen,Wedding music,7.73,51.55,1681,"","",1040197
00000990000481,Mühlhausen,Psalms,7.73,51.55,1682,"","",1040197
00000990000482,Erfurt,Sacred songs,11.05,50.97,1647,"","",7024031
00000990000483,Erfurt,Sacred songs,11.05,50.97,1648,"","",7024031
00000990000484,Erfurt,Dialogues,11.05,50.97,1648,"","",7024031
00000990000485,Erfurt,Symphonies,11.05,50.97,1650,"","",7024031
00000990000486,Mühlhausen,Sacred songs,7.73,51.55,1657,"","",1040197
00000990000487,Mühlhausen,Sacred songs,7.73,51.55,1658,"","",1040197
00000990000488,Mühlhausen,Sacred songs,7.73,51.55,1665,"","",1040197
00000990000489,Mühlhausen,Sacred songs,7.73,51.55,1663,"","",1040197
00000990000490,Mühlhausen,Sacred songs,7.73,51.55,1660,"","",1040197
00000990000491,Mühlhausen,Sacred songs,7.73,51.55,1660,"","",1040197
00000990000492,Sondershausen,Sacred songs,10.87,51.37,1662,"","",1037748
00000990000493,Sondershausen,Sacred songs,10.87,51.37,1662,"","",1037748
00000990000494,Mühlhausen,Sacred songs,7.73,51.55,1662,"","",1040197
00000990000495,Sondershausen,Sacred songs,10.87,51.37,1664,"","",1037748
00000990000496,Mühlhausen,Sacred songs,7.73,51.55,1663,"","",1040197
00000990000497,Mühlhausen,Wedding music,7.73,51.55,1664,"","",1040197
00000990000498,Mühlhausen,Sacred concerts (voc.),7.73,51.55,1666,"","",1040197
00000990000499,Erfurt,Motets,11.05,50.97,1668,"","",7024031
00000990000500,Mühlhausen,Sacred songs,7.73,51.55,1668,"","",1040197
00000990000501,Mühlhausen,Funeral music,7.73,51.55,1669,"","",1040197
00000990000517,Augsburg,Sacred songs,10.9,48.35,1663,"","",7004324
00000990000518,Venezia,Sacred songs,12.57,45.58,1590,"","",7003006
00000990000519,Venezia,Motets,12.57,45.58,1595,"","",7003006
00000990000520,Nürnberg,Sacred songs,11.07,49.45,1597,"","",7004334
00000990000521,Nürnberg,Sacred songs,11.07,49.45,1597,"","",7004334
00000990000522,Innsbruck,Tricinia,11.4,47.27,1598,"","",7003249
00000990000523,Dillingen,Tricinia,6.73,49.35,1609,"","",1038818
00000990000524,Augsburg,Partsongs,10.9,48.35,1601,"","",7004324
00000990000525,Augsburg,Partsongs,10.9,48.35,1611,"","",7004324
00000990000526,Augsburg,Sacred songs,10.9,48.35,1602,"","",7004324
00000990000527,Dillingen,Sacred songs,6.73,49.35,1609,"","",1038818
00000990000528,Dillingen,Sacred songs,6.73,49.35,1608,"","",1038818
00000990000529,Augsburg,Sacred songs,10.9,48.35,1603,"","",7004324
00000990000530,Augsburg,Vespers,10.9,48.35,1603,"","",7004324
00000990000531,Augsburg,Sacred songs,10.9,48.35,1603,"","",7004324
00000990000532,Augsburg,Sacred songs,10.9,48.35,1604,"","",7004324
00000990000533,München,Psalms,11.58,48.13,1605,"","",7004333
00000990000534,Augsburg,Masses,10.9,48.35,1606,"","",7004324
00000990000535,Dillingen,Sacred songs,6.73,49.35,1606,"","",1038818
00000990000536,Dillingen,Sacred songs,6.73,49.35,1607,"","",1038818
00000990000537,Dillingen,Sacred songs,6.73,49.35,1606,"","",1038818
00000990000538,Dillingen,Sacred songs,6.73,49.35,1609,"","",1038818
00000990000539,Dillingen,Sacred songs,6.73,49.35,1607,"","",1038818
00000990000540,Dillingen,Sacred songs,6.73,49.35,1607,"","",1038818
00000990000541,Dillingen,Sacred songs,6.73,49.35,1609,"","",1038818
00000990000542,Dillingen,Sacred songs,6.73,49.35,1609,"","",1038818
00000990000543,Dillingen,Sacred songs,6.73,49.35,1609,"","",1038818
00000990000544,Dillingen,Sacred songs,6.73,49.35,1613,"","",1038818
00000990000545,Augsburg,Sacred songs,10.9,48.35,1616,"","",7004324
00000990000546,Dillingen,Sacred songs,6.73,49.35,1617,"","",1038818
00000990000547,Ingolstadt,Sacred concerts (voc.),11.45,48.77,1617,"","",7017035
00000990000548,Augsburg,Sacred concerts (voc.),10.9,48.35,1609,"","",7004324
00000990000549,Augsburg,Sacred concerts (voc.),10.9,48.35,1621,"","",7004324
00000990000550,Augsburg,Sacred concerts (voc.),10.9,48.35,1626,"","",7004324
00000990000553,Milano,Sacred songs,9.5,45.5,1618,"","",7003150
00000990000554,Milano,Sacred songs,9.5,45.5,1621,"","",7003150
00000990000589,London,Psalms,-0.17,51.5,1730,"","",7011781
00000990000600,Napoli,Madrigals,14.42,40.88,1616,"","",7003013
00000990000601,Napoli,Canzoni (voc.),14.42,40.88,1616,"","",7003013
00000990000602,Bologna,Ballets,11.33,44.5,1682,"","",7004847
00000990000603,Bologna,Ballets,11.33,44.5,1685,"","",7004847
00000990000604,Bologna,Sonatas,11.33,44.5,1683,"","",7004847
00000990000605,Bologna,Cantatas,11.33,44.5,1685,"","",7004847
00000990000606,Bologna,Masses,11.33,44.5,1687,"","",7004847
00000990000607,Bologna,Sonatas,11.33,44.5,1687,"","",7004847
00000990000608,Bologna,Cantatas,11.33,44.5,1687,"","",7004847
00000990000609,Bologna,Motets,11.33,44.5,1691,"","",7004847
00000990000610,Modena,Concertos,10.9,44.5,1702,"","",7004597
00000990000611,Modena,Cantatas,10.9,44.5,1702,"","",7004597
00000990000612,Bologna,Cantatas,11.33,44.5,1714,"","",7004847
00000990000613,Bologna,Antiphonies,11.33,44.5,1715,"","",7004847
00000990000614,Bologna,Motets,11.33,44.5,1717,"","",7004847
00000990000615,Bologna,Cantatas,11.33,44.5,1717,"","",7004847
00000990000616,Venezia,Capriccios (instr.),12.57,45.58,1721,"","",7003006
00000990000617,Venezia,Masses,12.57,45.58,1721,"","",7003006
00000990000618,Venezia,Masses,12.57,45.58,1649,"","",7003006
00000990000619,Königsberg,Sacred songs,10.58,50.08,1638,"","",7012518
00000990000620,Königsberg,Sacred songs,10.58,50.08,1646,"","",7012518
00000990000621,Königsberg,Sacred songs,10.58,50.08,1652,"","",7012518
00000990000622,Königsberg,Sacred songs,10.58,50.08,1640,"","",7012518
00000990000623,Königsberg,Sacred songs,10.58,50.08,1643,"","",7012518
00000990000624,Königsberg,Sacred songs,10.58,50.08,1651,"","",7012518
00000990000625,Königsberg,Sacred songs,10.58,50.08,1640,"","",7012518
00000990000626,Königsberg,Sacred songs,10.58,50.08,1643,"","",7012518
00000990000627,Königsberg,Sacred songs,10.58,50.08,1651,"","",7012518
00000990000628,Königsberg,Sacred songs,10.58,50.08,1641,"","",7012518
00000990000629,Königsberg,Sacred songs,10.58,50.08,1645,"","",7012518
00000990000630,Königsberg,Sacred songs,10.58,50.08,1651,"","",7012518
00000990000631,Königsberg,Sacred songs,10.58,50.08,1642,"","",7012518
00000990000632,Königsberg,Sacred songs,10.58,50.08,1644,"","",7012518
00000990000633,Königsberg,Sacred songs,10.58,50.08,1645,"","",7012518
00000990000634,Königsberg,Sacred songs,10.58,50.08,1651,"","",7012518
00000990000635,Königsberg,Sacred songs,10.58,50.08,1645,"","",7012518
00000990000636,Königsberg,Sacred songs,10.58,50.08,1652,"","",7012518
00000990000637,Königsberg,Sacred songs,10.58,50.08,1648,"","",7012518
00000990000638,Königsberg,Sacred songs,10.58,50.08,1648,"","",7012518
00000990000639,Königsberg,Sacred songs,10.58,50.08,1654,"","",7012518
00000990000640,Königsberg,Sacred songs,10.58,50.08,1650,"","",7012518
00000990000642,Leipzig,Sacred songs,12.42,51.33,1657,"","",7012329
00000990000643,Brieg,Sacred songs,17.47,50.35,1657,"","",7007623
00000990000644,Königsberg,Songs,10.58,50.08,1645,"","",7012518
00000990000647,Königsberg,Festive music,10.58,50.08,1645,"","",7012518
00000990000648,Königsberg,Wedding music,10.58,50.08,1649,"","",7012518
00000990000649,Königsberg,Wedding music,10.58,50.08,1649,"","",7012518
00000990000650,Königsberg,Wedding music,10.58,50.08,1650,"","",7012518
00000990000651,Königsberg,Wedding music,10.58,50.08,1651,"","",7012518
00000990000652,Coburg,Wedding music,10.97,50.25,1628,"","",7004330
00000990000665,Venezia,Masses,12.57,45.58,1549,"","",7003006
00000990000666,Bologna,Concertos,11.33,44.5,1713,"","",7004847
00000990000674,Bologna,Sonatas,11.33,44.5,1720,"","",7004847
00000990000677,Ferrara,Sacred songs,11.83,44.8,1594,"","",7003128
00000990000678,Ferrara,Motets,11.83,44.8,1594,"","",7003128
00000990000679,Venezia,Madrigals,12.57,45.58,1603,"","",7003006
00000990000680,Venezia,Madrigals,12.57,45.58,1604,"","",7003006
00000990000681,Venezia,Madrigals,12.57,45.58,1607,"","",7003006
00000990000687,Wien,Sonatas,16.37,48.22,1692,"","",7003321
00000990000688,Paris,Chansons,2.33,48.87,1553,"","",7008038
00000990000692,Bruges,Sonatas,3.23,51.22,1696,"","",7007867
00000990000697,Milano,Arias (voc.),9.5,45.5,1623,"","",7003150
00000990000698,Roma,Arias (voc.),12.67,41.97,1626,"","",7003138
00000990000699,Venezia,Triosonatas,12.57,45.58,1694,"","",7003006
00000990000700,Venezia,Triosonatas,12.57,45.58,1704,"","",7003006
00000990000704,Venezia,Symphonies,12.57,45.58,1700,"","",7003006
00000990000705,Venezia,Symphonies,12.57,45.58,1707,"","",7003006
00000990000710,Venezia,Triosonatas,12.57,45.58,1701,"","",7003006
00000990000711,Venezia,Triosonatas,12.57,45.58,1704,"","",7003006
00000990000712,Venezia,Triosonatas,12.57,45.58,1706,"","",7003006
00000990000723,Venezia,Concertos,12.57,45.58,1707,"","",7003006
00000990000724,Venezia,Concertos,12.57,45.58,1710,"","",7003006
00000990000749,Leipzig,Festive music,12.42,51.33,1652,"","",7012329
00000990000750,Milano,Lamentations,9.5,45.5,1570,"","",7003150
00000990000751,Venezia,Madrigals,12.57,45.58,1567,"","",7003006
00000990000752,Venezia,Madrigals,12.57,45.58,1569,"","",7003006
00000990000760,Antwerpen,Sacred songs,4.42,51.22,1671,"","",7007856
00000990000813,Bern,Hymns,7.43,46.95,1553,"","",7007557
00000990000814,Antwerpen,Masses,4.42,51.22,1674,"","",7007856
00000990000816,Bologna,Motets,11.33,44.5,1701,"","",7004847
00000990000817,Bologna,Cantatas,11.33,44.5,1701,"","",7004847
00000990000818,Bologna,Motets,11.33,44.5,1703,"","",7004847
00000990000819,Bologna,Concertos,11.33,44.5,1703,"","",7004847
00000990000820,Bologna,Sonatas,11.33,44.5,1706,"","",7004847
00000990000822,Venezia,Sacred songs,12.57,45.58,1593,"","",7003006
00000990000823,Venezia,Madrigals,12.57,45.58,1593,"","",7003006
00000990000832,Paris,Cantatas,2.33,48.87,1715,"","",7008038
00000990000833,Paris,Airs (voc.),2.33,48.87,1715,"","",7008038
00000990000838,Venezia,Madrigals,12.57,45.58,1592,"","",7003006
00000990000843,Venezia,Responsories,12.57,45.58,1607,"","",7003006
00000990000852,Modena,Sonatas,10.9,44.5,1693,"","",7004597
00000990000853,London,Psalms,-0.17,51.5,1599,"","",7011781
00000990000854,London,Madrigals,-0.17,51.5,1606,"","",7011781
00000990000855,Roma,Cantatas,12.67,41.97,1617,"","",7003138
00000990000856,Venezia,Motets,12.57,45.58,1700,"","",7003006
00000990000857,Venezia,Motets,12.57,45.58,1710,"","",7003006
00000990000859,Roma,Motets,12.67,41.97,1619,"","",7003138
00000990000860,Roma,Motets,12.67,41.97,1621,"","",7003138
00000990000862,Roma,Masses,12.67,41.97,1608,"","",7003138
00000990000863,Venezia,Ballets,12.57,45.58,1618,"","",7003006
00000990000864,Venezia,Sacred songs,12.57,45.58,1654,"","",7003006
00000990000865,Rotterdam,Sacred songs,4.48,51.92,1656,"","",7006792
00000990000866,Venezia,Sacred songs,12.57,45.58,1662,"","",7003006
00000990000867,Bologna,Sacred songs,11.33,44.5,1668,"","",7004847
00000990000869,Venezia,Motets,12.57,45.58,1654,"","",7003006
00000990000870,Venezia,Motets,12.57,45.58,1655,"","",7003006
00000990000871,Bologna,Motets,11.33,44.5,1689,"","",7004847
00000990000873,Venezia,Motets,12.57,45.58,1628,"","",7003006
00000990000874,Venezia,Motets,12.57,45.58,1644,"","",7003006
00000990000875,Venezia,Sacred songs,12.57,45.58,1628,"","",7003006
00000990000876,Venezia,Masses,12.57,45.58,1628,"","",7003006
00000990000877,Venezia,Sacred songs,12.57,45.58,1637,"","",7003006
00000990000878,Venezia,Antiphonies,12.57,45.58,1637,"","",7003006
00000990000879,Venezia,Litanies,12.57,45.58,1640,"","",7003006
00000990000882,Erfurt,Passions,11.05,50.97,1608,"","",7024031
00000990000883,Erfurt,Wedding music,11.05,50.97,1613,"","",7024031
00000990000884,Erfurt,Psalms,11.05,50.97,1618,"","",7024031
00000990000885,Erfurt,Wedding music,11.05,50.97,1620,"","",7024031
00000990000886,Erfurt,Chorales,11.05,50.97,1620,"","",7024031
00000990000887,Erfurt,Sacred songs,11.05,50.97,1620,"","",7024031
00000990000888,Erfurt,Sacred songs,11.05,50.97,1620,"","",7024031
00000990000889,Erfurt,Sacred songs,11.05,50.97,1620,"","",7024031
00000990000890,Erfurt,Sacred songs,11.05,50.97,1620,"","",7024031
00000990000891,Erfurt,Sacred songs,11.05,50.97,1621,"","",7024031
00000990000892,Erfurt,Sacred songs,11.05,50.97,1621,"","",7024031
00000990000893,Erfurt,Sacred songs,11.05,50.97,1621,"","",7024031
00000990000894,Erfurt,Sacred songs,11.05,50.97,1622,"","",7024031
00000990000896,Bologna,Cantatas,11.33,44.5,1687,"","",7004847
00000990000897,Antwerpen,Arias (voc.),4.42,51.22,1690,"","",7007856
00000990000898,Venezia,Motets,12.57,45.58,1614,"","",7003006
00000990000899,Venezia,Motets,12.57,45.58,1615,"","",7003006
00000990000900,Paris,Sacred songs,2.33,48.87,1623,"","",7008038
00000990000901,Paris,Sacred songs,2.33,48.87,1634,"","",7008038
00000990000902,Paris,Sacred songs,2.33,48.87,1636,"","",7008038
00000990000934,Venezia,Madrigals,12.57,45.58,1636,"","",7003006
00000990000935,Paris,Airs (voc.),2.33,48.87,1685,"","",7008038
00000990000938,Leipzig,Vocal pieces,12.42,51.33,1571,"","",7012329
00000990000939,Leipzig,Motets,12.42,51.33,1575,"","",7012329
00000990000940,Nürnberg,Vocal pieces,11.07,49.45,1583,"","",7004334
00000990000941,Wien,Sacred songs,16.37,48.22,1582,"","",7003321
00000990000942,Wien,Masses,16.37,48.22,1588,"","",7003321
00000990000943,München,Masses,11.58,48.13,1591,"","",7004333
00000990000944,München,Motets,11.58,48.13,1590,"","",7004333
00000990000945,München,Motets,11.58,48.13,1593,"","",7004333
00000990000946,Wien,Introits,16.37,48.22,1601,"","",7003321
00000990000947,London,Hymns,-0.17,51.5,1615,"","",7011781
00000990000948,Napoli,Motets,14.42,40.88,1679,"","",7003013
00000990000949,Napoli,Cantatas,14.42,40.88,1685,"","",7003013
00000990000965,Roma,Motets,12.67,41.97,1609,"","",7003138
00000990001032,Napoli,Sacred songs,14.42,40.88,1617,"","",7003013
00000990001033,Orvieto,Motets,12.12,42.72,1625,"","",7005124
00000990001035,Roma,Sacred songs,12.67,41.97,1599,"","",7003138
00000990001036,Amsterdam,Overtures,4.9,52.35,1698,"","",7006952
00000990001037,Amsterdam,Trios (instr.),4.9,52.35,1696,"","",7006952
00000990001041,Roma,Litanies,12.67,41.97,1618,"","",7003138
00000990001075,Modena,Sacred songs,10.9,44.5,1690,"","",7004597
00000990001076,Straßburg,Vocal pieces,7.75,48.58,1623,"","",7012346
00000990001077,Venezia,Psalms,12.57,45.58,1636,"","",7003006
00000990001080,Napoli,Sacred songs,14.42,40.88,1620,"","",7003013
00000990001081,Venezia,Hymns,12.57,45.58,1596,"","",7003006
00000990001082,Roma,Hymns,12.67,41.97,1602,"","",7003138
00000990001083,Roma,Responsories,12.67,41.97,1606,"","",7003138
00000990001084,Roma,Madrigals,12.67,41.97,1585,"","",7003138
00000990001085,Roma,Madrigals,12.67,41.97,1585,"","",7003138
00000990001086,Venezia,Canzonettas,12.57,45.58,1586,"","",7003006
00000990001087,Milano,Canzonettas,9.5,45.5,1590,"","",7003150
00000990001088,Venezia,Canzonettas,12.57,45.58,1592,"","",7003006
00000990001089,Venezia,Canzonettas,12.57,45.58,1597,"","",7003006
00000990001090,Venezia,Canzonettas,12.57,45.58,1607,"","",7003006
00000990001091,Venezia,Madrigals,12.57,45.58,1587,"","",7003006
00000990001092,Venezia,Madrigals,12.57,45.58,1590,"","",7003006
00000990001093,Antwerpen,Madrigals,4.42,51.22,1599,"","",7007856
00000990001094,Venezia,Madrigals,12.57,45.58,1598,"","",7003006
00000990001095,Roma,Madrigals,12.67,41.97,1602,"","",7003138
00000990001096,Roma,Dialogues,12.67,41.97,1600,"","",7003138
00000990001097,Roma,Madrigals,12.67,41.97,1609,"","",7003138
00000990001098,Roma,Madrigals,12.67,41.97,1611,"","",7003138
00000990001099,Venezia,Madrigals,12.57,45.58,1612,"","",7003006
00000990001100,Roma,Litanies,12.67,41.97,1611,"","",7003138
00000990001101,Roma,Litanies,12.67,41.97,1619,"","",7003138
00000990001102,Roma,Litanies,12.67,41.97,1626,"","",7003138
00000990001103,Roma,Motets,12.67,41.97,1613,"","",7003138
00000990001104,Roma,Motets,12.67,41.97,1620,"","",7003138
00000990001105,Roma,Antiphonies,12.67,41.97,1613,"","",7003138
00000990001106,Roma,Sacred songs,12.67,41.97,1613,"","",7003138
00000990001107,Roma,Responsories,12.67,41.97,1614,"","",7003138
00000990001108,Roma,Responsories,12.67,41.97,1629,"","",7003138
00000990001109,Roma,Psalms,12.67,41.97,1614,"","",7003138
00000990001110,Roma,Terzets (voc.),12.67,41.97,1620,"","",7003138
00000990001111,Roma,Masses,12.67,41.97,1614,"","",7003138
00000990001112,Roma,Requiems,12.67,41.97,1630,"","",7003138
00000990001113,Roma,Masses,12.67,41.97,1649,"","",7003138
00000990001114,Roma,Masses,12.67,41.97,1677,"","",7003138
